"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
17878,"campsite","small",16,0,1,12.106359164334,1,1,1,0,36.9478514373872
17879,"campsite","small",12,0,1,7.46774725861073,1,1,1,0,36.9504801502264
17880,"backyard","small",11,1,0,10.8817488339786,1,1,1,0,46.7871347186718
17881,"backyard","large",47,0,0,27.6717502880053,1,0,1,0,70.9508664171031
17882,"campsite","small",8,0,0,5.45806673213846,1,1,1,0,55.3645385721226
17883,"backyard","small",11,1,0,10.2946599725809,1,1,1,0,46.8051851938883
17884,"backyard","small",14,1,0,9.23738870614524,1,1,1,0,47.5876813180811
17885,"backyard","small",8,1,0,7.03173963997152,1,1,1,0,46.7270678181839
17886,"campsite","small",14,1,0,11.4116839817543,1,1,1,0,45.7934080586877
17887,"backyard","small",9,1,0,3.43973590264269,1,1,0,0,46.1086661122501
17888,"campsite","small",8,1,0,5.52090619004256,1,1,1,0,44.3633029893142
17889,"backyard","small",11,0,1,7.47453076827495,1,0,1,0,36.9498767844276
17890,"campsite","small",13,1,0,7.22074683093921,0,1,0,0,45.7182463263198
17891,"backyard","small",15,0,1,9.77256538680996,1,1,1,1,37.2088975821651
17892,"campsite","small",10,0,0,7.3333914449019,1,1,0,0,53.9673525666811
17893,"backyard","small",17,1,0,12.9609094869198,1,1,1,0,50.1014941244257
17894,"backyard","large",34,0,0,20.4786893007796,0,1,1,0,63.2716838224662
17895,"backyard","small",12,0,0,8.09901824196879,1,1,1,0,58.8610724131614
17896,"beach","small",14,1,0,12.3894617716421,1,1,0,0,44.0106281257767
17897,"backyard","small",15,1,0,6.87948325173349,1,1,0,0,48.7213280708509
17898,"beach","small",11,1,0,4.67639738969197,1,1,0,0,44.8733166884167
17899,"campsite","small",13,1,0,9.5999664534216,1,1,0,0,46.1626503996353
17900,"backyard","small",15,1,0,10.732817554919,1,1,1,0,49.6432539931534
17901,"campsite","large",43,1,0,32.4115723173129,1,0,0,1,51.1463634084321
17902,"backyard","small",15,0,0,8.61057193448289,1,1,0,0,57.8865227155247
17903,"backyard","small",9,1,1,6.0166959368311,1,1,1,0,25.3888409466155
17904,"campsite","small",8,1,0,4.40233482360211,1,0,0,1,43.1854170543759
17905,"backyard","small",12,0,0,8.2149633520637,1,1,0,0,56.8551592156511
17906,"backyard","small",13,0,0,8.87301143353719,1,1,1,0,58.7128640243741
17907,"backyard","small",10,0,0,5.74730221984341,0,1,1,0,56.4914794086577
17908,"campsite","large",55,0,1,30.6662690942509,1,1,0,0,34.7628621338132
17909,"backyard","small",12,1,0,7.66955772201455,1,1,0,0,48.4407832908487
17910,"backyard","small",12,0,1,6.72659469498524,1,1,1,1,36.4592081883223
17911,"backyard","small",16,0,0,6.60007183170192,1,1,0,1,59.6012779611204
17912,"backyard","small",24,0,0,10.7010785469369,1,1,1,0,63.9824753840324
17913,"beach","small",15,0,0,12.3739166518865,0,1,1,0,54.018027636157
17914,"backyard","large",36,0,1,26.6917603938143,1,1,1,1,44.4123369607967
17915,"backyard","small",15,0,0,8.33616363912886,1,1,0,0,59.912633199773
17916,"beach","small",17,0,0,9.97111294855084,1,1,1,1,54.2789545457275
17917,"beach","small",16,1,0,7.36740369024652,1,1,0,0,45.0812156061203
17918,"backyard","small",12,1,1,10.6781036338954,1,1,1,0,27.8362350439246
17919,"beach","small",9,0,0,6.92721032943466,1,1,1,0,52.7444198904874
17920,"beach","small",15,1,0,7.40748381655153,1,1,1,0,44.3384530986491
17921,"backyard","small",10,1,0,7.01681137820477,1,1,1,0,45.8500846559895
17922,"backyard","small",13,0,0,9.40648009164721,1,1,1,0,58.0575379185426
17923,"campsite","small",10,0,0,5.65035585941514,0,1,1,0,55.4401020673596
17924,"beach","small",12,1,0,6.16769114400694,1,1,0,0,45.6355292600569
17925,"campsite","small",12,0,0,9.80262386350419,1,1,1,0,54.618167441032
17926,"campsite","small",16,1,0,8.65153192276931,1,1,1,0,43.7972467423464
17927,"backyard","small",11,1,0,8.09793077909141,1,1,0,0,47.2096810904318
17928,"campsite","small",9,0,0,6.98234970041938,1,1,0,0,54.0454974855824
17929,"backyard","small",9,1,0,5.54590753834943,1,1,1,0,45.5680131099775
17930,"campsite","large",43,0,0,36.4301318010888,0,1,0,0,55.147521086172
17931,"backyard","large",42,1,0,39.3225956650909,1,1,0,0,54.562322101044
17932,"backyard","small",15,1,0,9.28805027826821,1,1,1,1,49.166009539357
17933,"backyard","small",12,1,1,6.62067810098424,1,1,1,0,27.2161957831794
17934,"backyard","small",16,1,0,8.90513249675286,0,1,1,0,48.2955538381216
17935,"backyard","large",34,1,0,28.9915579845736,1,1,1,0,54.1166479445078
17936,"backyard","small",11,1,0,5.97100422695379,0,1,0,0,48.4506822459803
17937,"backyard","small",12,1,0,5.70568562005959,1,1,0,1,46.3776870320493
17938,"backyard","large",51,0,0,35.5842853480887,1,1,1,0,65.8509704989813
17939,"campsite","large",45,0,1,37.0216933942548,1,1,1,0,37.5561630090152
17940,"beach","small",13,1,0,8.07203620452217,0,1,0,1,42.9851155709957
17941,"backyard","small",13,1,1,8.67560374036612,1,1,1,0,28.4442617187104
17942,"backyard","small",10,0,0,7.49016943666328,1,1,1,0,58.0533058317682
17943,"campsite","small",15,0,0,10.7971033242032,1,1,1,0,57.5451782285367
17944,"campsite","large",54,0,0,38.826316513482,1,1,1,1,55.6316184606092
17945,"backyard","small",15,1,1,7.01419433025019,1,1,1,1,29.5908090390954
17946,"backyard","small",8,1,0,4.50576940768034,0,1,0,1,48.0693784119264
17947,"beach","small",18,0,0,6.90559498492038,0,1,0,0,52.1291796055405
17948,"backyard","large",50,1,0,32.0584588638951,1,0,1,0,58.8710429899077
17949,"backyard","small",15,1,1,11.808278807148,1,1,0,0,27.8539178360724
17950,"backyard","small",7,0,1,5.149041845874,1,0,0,0,35.262625307065
17951,"campsite","small",9,0,0,5.76328297341657,1,1,0,0,55.3478439224695
17952,"backyard","small",13,1,0,12.5219331178321,1,1,0,0,48.2348120762275
17953,"backyard","small",13,1,0,8.58036281849752,1,1,0,1,46.6505678851651
17954,"backyard","small",14,1,1,9.03425194139069,1,1,1,0,30.2156521449575
17955,"campsite","small",13,1,0,10.2076553743566,0,1,1,0,43.7431725801756
17956,"campsite","small",8,0,0,6.30679418656845,1,1,1,0,53.6902976867122
17957,"backyard","small",16,1,0,7.81954788267407,0,1,1,0,48.241239484438
17958,"backyard","small",13,0,0,9.7795460357984,1,1,1,1,58.2376101831877
17959,"beach","large",48,1,0,29.9664997514515,1,1,1,0,43.753035372366
17960,"backyard","small",4,1,0,2.22814228431314,1,1,1,1,43.4300223282136
17961,"backyard","small",9,0,0,6.83040139659309,1,1,0,0,55.2512788163636
17962,"backyard","small",14,1,0,14.4526703899573,1,1,1,0,48.4234830525703
17963,"campsite","small",14,1,0,9.23071152604301,1,1,1,0,45.1419763226179
17964,"backyard","large",32,1,0,27.5700039954413,0,1,0,0,52.7487225170205
17965,"beach","small",13,0,0,4.50249175760525,1,1,1,0,53.6878393272676
17966,"campsite","small",8,1,0,7.89206477521651,1,1,1,0,45.4021273881988
17967,"backyard","small",16,1,0,13.23626174108,1,1,1,0,48.190196039718
17968,"campsite","small",14,1,0,10.4132937091178,0,1,1,1,45.5458020214938
17969,"campsite","small",9,1,0,5.07298549639453,1,1,1,0,45.8417227556658
17970,"campsite","small",14,1,1,8.0068957649361,1,1,0,0,25.7947571477551
17971,"backyard","large",40,1,0,26.895725896403,1,0,0,0,60.4612286135089
17972,"beach","large",56,1,0,52.6260604631233,1,1,0,0,39.7468560496131
17973,"campsite","small",10,1,1,2.9985293354741,1,1,1,1,24.8810260329503
17974,"backyard","large",50,1,0,37.80589499709,1,1,1,0,54.9867870174309
17975,"campsite","large",27,1,0,19.4928153329429,1,1,1,1,47.1951131905958
17976,"campsite","small",11,1,1,8.43837285644159,1,0,1,1,25.3985971169229
17977,"backyard","large",45,0,0,28.477164081895,1,1,1,1,65.436794951486
17978,"backyard","small",12,1,0,8.03121425404813,1,1,0,0,47.4781697526977
17979,"campsite","small",18,1,0,13.4824824664823,1,1,1,0,47.0687887140073
17980,"backyard","small",8,1,0,5.36151759536121,1,1,1,0,45.3810861662517
17981,"campsite","small",14,0,0,4.83689008249745,1,1,1,0,56.031150747765
17982,"backyard","small",11,0,0,5.03810161984075,1,1,0,0,56.294111496719
17983,"backyard","large",47,0,0,43.321243063817,1,0,0,0,71.4938509871109
17984,"backyard","small",11,0,0,8.11583863160294,1,1,0,0,57.6090089273028
17985,"backyard","large",46,1,0,37.9300119799818,1,1,0,1,54.5406945100768
17986,"campsite","small",9,0,0,6.00132201387374,1,1,1,0,55.5064302534542
17987,"backyard","small",18,0,0,15.7771281988255,0,1,1,0,60.0570308262754
17988,"backyard","small",11,0,0,8.29388938005403,1,1,0,1,58.911244251683
17989,"backyard","small",14,1,1,12.7778951860596,1,1,1,1,27.7997869942773
17990,"backyard","small",15,0,0,6.75155516318291,1,1,0,0,58.739576150947
17991,"campsite","small",16,1,0,10.3726106984464,1,1,1,1,46.569928124164
17992,"backyard","large",55,0,0,39.6771331260001,0,1,0,0,63.7169283707158
17993,"backyard","small",10,1,0,5.61371969032644,0,1,0,0,48.3413787953582
17994,"backyard","small",9,1,0,6.18356049290288,0,1,0,0,47.9207866916317
17995,"campsite","small",14,1,0,7.0536884698554,1,1,0,1,46.2206915227858
17996,"backyard","large",42,0,0,27.9417738634267,0,1,0,0,63.2515552208242
17997,"backyard","large",48,0,0,33.8701183847228,1,1,1,0,65.6126148067131
17998,"backyard","small",12,1,1,10.5193862444009,1,1,1,0,27.3898543290577
17999,"backyard","small",10,1,1,7.76610737116588,0,0,0,0,27.1735414359163
18000,"backyard","small",9,1,0,5.48818071200334,0,1,1,0,47.5728949436491
18001,"campsite","small",18,0,0,12.00773509584,1,1,1,0,55.6580678497245
18002,"backyard","small",16,1,0,8.87839940579049,1,1,0,0,48.6849195078633
18003,"backyard","large",47,1,0,43.5997518897753,0,1,1,1,53.4101299269193
18004,"backyard","small",17,0,0,10.5266921935375,0,1,0,1,58.7741707313263
18005,"backyard","small",15,0,0,12.1717483151411,1,1,1,1,60.1955379553369
18006,"campsite","large",38,0,0,31.93366610517,1,1,0,0,59.2690052856521
18007,"campsite","small",13,1,0,8.67056696601982,1,1,0,0,46.8680771551129
18008,"beach","large",41,1,1,30.6724780238435,0,1,1,1,23.586579655672
18009,"backyard","small",16,0,0,10.5155550143745,1,1,1,0,57.6944831420223
18010,"campsite","small",12,1,1,7.55133501638912,1,1,0,1,26.6976845904125
18011,"backyard","small",11,1,0,6.07450266220857,1,1,1,0,46.0324079137316
18012,"backyard","small",11,0,0,6.8068100033378,1,1,1,0,57.258404879209
18013,"backyard","small",12,1,0,6.87601298230516,0,1,1,0,47.6488288977962
18014,"backyard","small",10,0,1,4.59073590635064,1,1,0,1,35.3044482814866
18015,"campsite","small",13,0,0,8.22656963168705,1,1,0,1,54.5564438820574
18016,"campsite","small",10,1,0,4.86230094988751,1,1,1,0,44.9756750483131
18017,"campsite","small",11,0,0,5.87116288345043,1,1,1,0,54.4742942333539
18018,"backyard","small",9,0,1,7.66836431961951,1,1,0,0,37.7162401777882
18019,"backyard","small",13,0,0,8.46531164125819,1,1,1,1,57.8359675877838
18020,"backyard","small",11,1,0,5.51537274941692,0,1,1,1,47.5838290476227
18021,"campsite","large",50,0,0,37.2925963295156,1,1,1,0,56.2347070353357
18022,"campsite","small",7,0,0,4.74086457107997,0,1,1,0,53.4893979178478
18023,"backyard","small",13,1,0,8.05408211200103,1,1,1,0,46.896941533889
18024,"campsite","small",10,0,1,7.69998995242182,1,1,1,0,33.3056262268815
18025,"beach","small",4,1,0,3.22989714808907,0,1,1,1,42.2448327707616
18026,"campsite","small",11,0,1,7.94531786584414,1,1,1,1,35.4039493743167
18027,"campsite","small",8,1,0,3.19737764275056,1,0,1,0,43.3810453182045
18028,"campsite","small",9,0,0,6.87016399862562,1,1,1,0,55.7552903135236
18029,"backyard","small",7,1,0,4.70228367322988,1,1,0,0,44.0333914166337
18030,"beach","small",10,1,0,5.71999020276444,1,1,1,1,44.1715684353915
18031,"backyard","large",34,0,0,29.17773465512,1,1,1,1,65.3375983032872
18032,"backyard","small",10,1,0,6.10115827033705,1,1,1,0,46.8287602788334
18033,"campsite","large",38,1,0,39.9536535249682,1,1,1,1,48.9967100449552
18034,"backyard","small",7,0,0,5.17995640257037,1,1,1,0,56.0863314549266
18035,"backyard","large",39,0,0,29.9084246117546,1,1,0,1,65.5398222223658
18036,"backyard","large",42,1,1,35.7003913618217,0,1,1,0,34.9552841844214
18037,"backyard","small",9,1,0,6.20455366838193,1,1,1,1,46.6982663825631
18038,"campsite","large",43,1,0,28.8277198078725,1,1,1,0,46.4354457194458
18039,"backyard","small",13,1,0,9.21951978093895,1,1,1,0,46.9461473641919
18040,"backyard","small",10,0,0,6.54003290513994,1,1,0,1,54.6099102284702
18041,"campsite","small",10,1,0,8.1473706496245,1,1,0,0,44.2993078029645
18042,"campsite","small",12,0,0,7.06833905173642,0,1,0,1,53.6695680144501
18043,"backyard","small",13,1,0,8.61807776664978,1,1,1,1,48.7593681764552
18044,"backyard","large",37,0,0,24.6257634295629,1,1,1,0,64.0939825566056
18045,"beach","small",13,0,0,6.51029269932485,1,1,1,0,53.0939236765274
18046,"backyard","small",10,0,1,3.20640099305626,1,1,0,0,36.6557115607409
18047,"backyard","small",12,1,0,6.07544099529506,1,1,1,0,45.2860459578239
18048,"backyard","small",9,0,0,7.72085004518174,1,1,0,1,57.1083147254617
18049,"backyard","small",11,0,0,10.9543690101688,1,1,1,0,55.918052519957
18050,"backyard","small",11,1,1,4.57871078739333,0,1,1,1,26.7836701901806
18051,"backyard","small",13,1,0,8.80333835474003,1,0,1,1,50.3525541415816
18052,"backyard","small",11,1,0,6.07589768031929,1,1,1,0,47.7913105159264
18053,"backyard","large",30,0,1,28.9346126825024,1,1,1,0,43.0978214031887
18054,"backyard","small",9,1,0,6.3044299374589,0,1,0,1,45.1198281383295
18055,"backyard","small",9,1,0,8.13694343432604,1,1,1,0,44.7309551448604
18056,"beach","large",38,1,0,28.5829432864001,1,1,1,0,43.8599103009065
18057,"beach","small",10,1,0,6.89849518938649,1,1,0,1,44.96838750779
18058,"backyard","large",46,0,1,35.2951851877553,1,1,0,1,45.4836905219273
18059,"backyard","small",10,0,1,5.90027199959378,1,1,0,0,34.6088361809711
18060,"backyard","small",13,1,1,11.0368411298931,0,1,1,1,25.4621980599636
18061,"beach","small",11,0,0,7.98630490311251,0,1,1,0,51.1818440553935
18062,"backyard","small",14,0,0,11.0505804920345,1,1,1,1,57.9180960405224
18063,"backyard","small",11,0,0,6.43495331553734,1,1,0,0,57.3741049528888
18064,"backyard","small",11,0,0,7.56120866029051,1,1,1,1,56.0738386091643
18065,"backyard","small",11,1,0,9.04505466315178,1,1,1,1,46.9538615429743
18066,"backyard","small",11,0,1,4.4709592687311,1,0,1,0,37.8979756049504
18067,"backyard","small",10,1,0,6.01914156676004,1,1,0,0,44.162732134661
18068,"backyard","large",43,0,0,30.0631979790205,1,1,0,0,65.2573688183689
18069,"backyard","small",16,0,0,8.85646222654651,0,1,0,0,60.2225318375771
18070,"campsite","small",11,0,0,7.18549902677224,0,1,1,0,55.9430657068215
18071,"backyard","small",11,1,0,9.82811599857439,0,1,0,0,49.0854580770869
18072,"backyard","small",11,0,0,8.09305204028519,1,1,1,1,57.946560432104
18073,"backyard","small",11,1,0,8.99157996406552,1,1,1,1,47.6602926345966
18074,"campsite","small",13,0,0,8.68454181334718,1,1,1,0,55.8407166103074
18075,"campsite","large",26,0,1,16.7461107886788,1,1,1,0,37.6336889533594
18076,"campsite","large",48,0,0,31.8066891651308,1,1,0,0,55.7195438626765
18077,"campsite","large",53,0,0,39.7578353855967,1,1,1,1,53.6298440591616
18078,"backyard","small",12,1,0,10.1616091372706,1,1,1,0,46.6741368575089
18079,"backyard","small",8,0,0,3.9652760824004,1,0,1,1,57.7267892769736
18080,"backyard","small",9,1,0,4.43419289167913,1,1,1,1,45.7587484334192
18081,"backyard","small",10,1,0,7.13339826703962,1,1,1,0,48.8408614533746
18082,"backyard","small",13,0,0,6.93549537980823,1,1,1,1,58.2854211672949
18083,"backyard","small",11,0,0,5.31412477099295,1,1,1,1,58.0164605697301
18084,"backyard","small",11,1,0,6.72943718984898,1,1,0,0,45.8608471639401
18085,"campsite","small",15,1,0,11.5542207329243,1,1,1,0,45.4770476564778
18086,"backyard","small",14,0,0,9.19342577971273,1,0,1,0,59.5327073420578
18087,"backyard","small",12,1,0,7.45684146973318,1,1,1,0,48.5576880933197
18088,"campsite","small",21,0,1,9.7483144469503,1,1,1,0,37.3486686168513
18089,"beach","small",10,1,0,6.2471009006245,1,0,0,0,45.2890367019623
18090,"backyard","small",10,1,0,6.06105172758463,1,1,0,0,46.124075940402
18091,"backyard","small",17,0,0,14.9137262516209,1,1,0,0,60.1355810098786
18092,"campsite","small",16,1,0,10.4496923822421,0,1,1,0,45.270824242609
18093,"backyard","large",41,0,0,30.9969216094931,1,1,0,1,65.7203489975493
18094,"backyard","small",12,1,0,7.12417216423159,0,1,0,0,47.1694234060782
18095,"campsite","large",36,0,1,33.3989348792931,1,1,1,1,37.381969389563
18096,"backyard","small",11,1,0,8.84215894854038,1,1,1,0,47.0330259796818
18097,"backyard","small",14,1,0,7.12658265962788,1,1,1,0,46.7920575470671
18098,"backyard","small",11,0,0,6.70174939536371,1,1,1,0,56.5004715679125
18099,"backyard","small",9,0,0,7.5425541113255,1,1,0,1,58.6100735795653
18100,"backyard","small",16,0,0,7.45164726856507,1,1,0,1,57.8507566911722
18101,"backyard","small",13,1,0,8.02729934079023,1,0,1,1,49.900669410461
18102,"backyard","small",12,1,1,6.47368210453472,1,1,1,1,26.7938458478243
18103,"backyard","large",31,1,0,21.8550167198237,0,1,1,0,52.8233496908151
18104,"campsite","small",13,0,0,9.69079170986552,1,1,0,1,55.5865169313393
18105,"campsite","small",13,0,0,9.70313660631651,0,1,0,0,54.3327412000782
18106,"backyard","small",15,1,0,9.49620930950005,1,1,0,1,49.2660845699257
18107,"campsite","large",46,0,0,40.9794424511342,1,1,0,0,56.5571099616759
18108,"backyard","small",11,0,0,8.28533855783818,0,1,0,0,57.6688675289374
18109,"backyard","large",33,0,0,27.095959996701,1,1,1,0,65.8748952898415
18110,"backyard","large",38,1,0,28.2389456657137,1,1,1,0,54.963863357177
18111,"campsite","small",11,0,1,6.65670442516088,1,1,1,1,35.1982711743536
18112,"backyard","small",18,0,1,16.5073968124926,1,1,1,0,39.4882202441414
18113,"backyard","small",10,0,1,6.41059016037863,1,1,1,1,37.2820331774617
18114,"backyard","small",11,0,1,11.2828491323535,1,1,1,1,36.4179350187897
18115,"campsite","small",11,1,0,9.28475645258368,1,1,1,0,45.2479036820652
18116,"campsite","large",44,0,0,30.909473867116,1,0,1,1,60.9737311641708
18117,"backyard","small",8,1,0,4.0676519782433,0,1,1,0,46.0760575005485
18118,"campsite","small",12,1,0,7.97200965928296,0,1,0,0,44.5765455543447
18119,"backyard","small",11,0,0,5.74681790083879,1,1,0,0,56.5312434884777
18120,"backyard","small",13,0,0,6.70239080694626,1,1,0,1,59.0267180413255
18121,"campsite","small",13,1,0,11.7181149043419,1,1,0,0,45.4694121804558
18122,"beach","small",16,1,0,12.0796857526356,1,1,0,0,43.7495156993473
18123,"campsite","small",15,0,1,14.6817534487875,1,1,0,0,34.166805124635
18124,"backyard","small",11,1,0,6.76603107310931,1,1,0,0,47.3544869056165
18125,"campsite","small",11,0,0,9.83006837822227,1,1,1,1,54.0960681494001
18126,"backyard","small",18,1,1,14.768640552648,1,0,1,1,31.2909723079622
18127,"backyard","small",12,1,0,11.2988263637641,1,1,1,0,47.9534894698863
18128,"campsite","large",53,0,0,44.1062048532723,1,1,1,0,55.7146826639308
18129,"backyard","small",10,1,1,6.22747126376122,1,1,0,1,27.9533940501835
18130,"backyard","small",13,0,1,10.8946198012449,1,1,1,0,38.0200014433628
18131,"campsite","small",16,1,0,7.57934105440317,1,1,0,1,45.7147362657615
18132,"backyard","small",14,0,0,7.89608385241637,1,1,0,1,57.9123560663506
18133,"backyard","small",10,1,0,6.32493663584076,1,1,1,0,48.6387038334065
18134,"backyard","large",46,0,0,32.8376665575696,1,1,1,0,64.6816098982332
18135,"backyard","small",14,1,0,7.52067684536252,1,1,1,0,48.0118363252432
18136,"backyard","small",8,1,1,4.50900573765488,1,1,0,1,26.6709919724453
18137,"campsite","large",41,0,1,39.9133351206734,1,1,1,0,37.8302470757656
18138,"campsite","small",11,1,0,5.34148777076325,1,1,0,1,43.9452796473047
18139,"campsite","small",11,0,0,8.35607722525913,1,1,0,0,53.9871618123083
18140,"beach","small",14,1,0,4.69289046862053,1,1,1,1,44.2608103051417
18141,"campsite","small",6,0,0,4.38400376091594,1,1,1,0,53.452448737581
18142,"backyard","large",42,0,1,25.4500843732611,1,1,1,0,46.0452671995724
18143,"campsite","large",31,0,1,23.3056167156942,1,1,1,0,35.2371586021401
18144,"backyard","small",7,1,0,4.46711551000412,1,1,0,1,45.8036320857374
18145,"campsite","small",7,1,1,3.81932123154113,1,1,1,0,24.4271136894448
18146,"beach","small",13,0,0,8.4996839857595,1,1,0,0,54.8595747161444
18147,"beach","small",9,1,0,4.44884375761086,1,1,1,1,43.7748981556912
18148,"backyard","small",7,1,0,2.35361517892844,1,1,1,0,45.3564318128195
18149,"backyard","large",47,0,0,40.5389315811112,1,1,1,0,65.1872299561846
18150,"campsite","small",12,0,1,8.89309873512228,1,1,0,0,36.1567094429924
18151,"campsite","large",50,0,1,38.364965459191,1,1,1,0,36.2686435370267
18152,"campsite","small",20,1,0,17.7247587668885,1,1,0,0,46.5909152380095
18153,"campsite","large",35,0,0,27.1195437153295,1,0,1,1,61.7434151642
18154,"beach","small",15,1,0,7.4501359610737,1,1,1,1,44.4804928966733
18155,"backyard","large",37,1,0,23.7741511090485,1,1,0,0,54.5299073919377
18156,"backyard","large",42,0,0,28.9428685149923,1,1,0,0,66.2700072351188
18157,"backyard","large",45,1,0,30.1554484880404,1,1,1,0,55.0473376712953
18158,"backyard","small",10,1,0,5.73978297630079,1,1,1,0,47.9689370350464
18159,"backyard","large",40,0,1,30.9251826762888,1,0,1,0,50.6913607099502
18160,"backyard","small",10,0,0,5.3631603079688,1,1,1,0,58.4093915787861
18161,"campsite","large",62,1,1,50.1136757802412,0,1,0,1,21.0901554217341
18162,"backyard","large",38,0,0,29.0283883050488,1,1,1,0,63.5481411269134
18163,"campsite","large",37,1,1,30.510956722378,0,1,1,0,26.2297130303393
18164,"backyard","large",49,1,0,38.5920576256981,1,0,1,0,60.1129986272636
18165,"backyard","small",9,0,0,7.1086685719813,0,1,0,1,56.6145898779958
18166,"campsite","small",9,1,0,4.70262902665274,1,1,1,0,43.3267457906814
18167,"backyard","small",10,0,0,6.80063850360935,1,1,1,0,57.0574775080412
18168,"backyard","small",14,1,0,8.61619271378215,1,1,1,0,48.5214795147599
18169,"campsite","large",39,1,0,30.7183790637259,1,0,1,0,52.5433385982091
18170,"campsite","large",39,0,0,24.0524522517697,0,1,1,0,55.8241768753361
18171,"campsite","large",46,0,0,37.9907362170704,1,1,0,0,55.4765097873235
18172,"backyard","small",19,0,1,14.8683236670325,1,1,0,0,38.6759878798153
18173,"backyard","small",17,1,0,9.54130510519347,1,1,1,0,50.2461891048291
18174,"backyard","small",13,1,0,8.18779353393268,1,1,0,0,47.7354485828618
18175,"campsite","large",44,1,0,38.9713838878321,1,0,0,0,51.9767339053833
18176,"campsite","small",14,1,0,8.84439638988885,0,1,1,0,46.1013297466421
18177,"backyard","small",13,0,1,8.07952106353473,1,1,1,1,38.2567640975298
18178,"backyard","small",15,0,0,9.82462633034383,1,1,1,0,57.87395216061
18179,"backyard","small",13,0,0,8.91855475230143,1,1,1,0,58.0573137248058
18180,"backyard","small",10,1,0,4.614962585256,1,1,1,0,47.3221355327938
18181,"beach","small",15,1,0,9.91173723495171,1,1,1,1,43.3303463404097
18182,"beach","small",11,0,0,6.75298509640808,0,1,1,1,55.2437808537249
18183,"campsite","large",45,0,0,30.1354463625758,0,1,0,0,54.6655126360625
18184,"backyard","small",10,1,0,6.35068693760863,1,1,1,0,45.7723415360283
18185,"campsite","small",13,0,0,8.37798701632391,1,1,1,1,54.4071416296828
18186,"backyard","large",47,0,1,33.2942387595557,1,1,0,0,46.0743322106808
18187,"backyard","small",15,1,0,8.5853875629392,1,1,1,0,47.2860806098923
18188,"backyard","large",45,1,0,33.8226394584009,1,1,1,1,55.796947342186
18189,"beach","small",12,0,1,7.29402100198002,1,1,1,0,33.2658209181625
18190,"backyard","large",42,0,1,30.2226706809761,1,1,1,0,44.1141135080592
18191,"backyard","large",44,0,0,32.4241986804149,1,1,0,0,65.6743571268207
18192,"campsite","small",14,0,0,11.8128008876717,1,1,1,0,57.286695157282
18193,"campsite","large",40,1,0,30.924910326392,1,1,1,0,47.1816205786584
18194,"campsite","small",17,1,0,11.5055203214324,1,0,1,1,48.5284759154048
18195,"backyard","small",11,1,1,7.45973855365864,1,1,1,1,27.6703707749177
18196,"backyard","small",13,0,0,8.65255114405139,1,1,1,1,56.5453008279906
18197,"backyard","small",11,0,0,7.48321185012226,1,0,0,0,58.7813288728721
18198,"backyard","large",46,0,0,43.6461039968513,1,1,1,0,65.9798706093656
18199,"campsite","small",10,1,0,5.02644762867985,1,1,1,0,43.9480875779646
18200,"backyard","small",11,1,0,6.27199483338906,1,1,1,0,49.3096320119903
18201,"campsite","large",32,1,0,23.66182541095,1,1,0,0,47.9864582591398
18202,"campsite","small",10,0,0,8.8217019880033,1,1,1,0,55.8308918109428
18203,"backyard","large",38,0,1,26.8542045896898,1,1,1,1,42.6252558702465
18204,"backyard","small",11,0,1,4.96076312446911,1,1,1,1,37.7247687850852
18205,"backyard","small",11,0,1,8.78667575361475,1,1,1,0,36.9886167108305
18206,"backyard","small",11,1,0,8.13597308929955,1,1,0,0,46.3976360400621
18207,"backyard","small",11,1,0,7.08198574339433,1,1,1,0,46.3271576258131
18208,"backyard","small",9,0,0,3.69907571637249,1,0,1,0,58.29737113141
18209,"backyard","small",12,1,0,9.14922893851432,1,1,0,0,47.5051213789483
18210,"campsite","large",48,0,0,36.1110921168725,0,1,0,1,54.1976960965907
18211,"backyard","small",11,0,0,7.22402434771864,0,1,1,0,57.0708481191383
18212,"backyard","large",39,0,0,23.8202574965409,1,1,0,0,64.4719425969869
18213,"campsite","small",12,0,1,7.15305431765905,0,1,1,0,32.8632636132584
18214,"campsite","small",12,1,1,10.7914324580139,0,1,1,0,25.3841203776641
18215,"backyard","small",16,1,0,8.94428717779845,1,1,1,0,50.1596963000114
18216,"campsite","small",14,1,0,11.0796050056282,1,1,1,1,45.8535004204745
18217,"campsite","small",11,0,1,7.50599867408962,1,1,1,0,38.3123305759153
18218,"campsite","small",8,1,0,4.06958837728345,1,1,1,0,42.4267751417277
18219,"backyard","large",49,1,1,34.5363273288447,1,1,0,0,36.185782182903
18220,"backyard","small",18,0,0,11.7083538691515,1,1,1,0,57.5929385958786
18221,"backyard","small",13,1,0,8.88326438498443,1,1,1,1,48.4451964908888
18222,"campsite","small",13,0,0,9.92092850973433,1,1,1,1,54.2152064006287
18223,"backyard","small",16,0,0,11.7306795199323,1,1,1,0,59.8472483033911
18224,"backyard","small",12,0,0,6.52303494114803,1,1,1,1,57.6020415204582
18225,"campsite","small",16,1,0,7.65502388282652,1,1,1,1,46.3768642102614
18226,"backyard","small",12,0,0,7.70676008628364,1,0,0,0,59.0853057258888
18227,"backyard","small",19,1,0,5.34977819352233,0,1,1,0,49.1561603061932
