"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
15300,"backyard","small",13,0,1,9.14927047422456,1,1,0,0,36.3575355219651
15301,"backyard","small",17,1,0,12.1837277114823,1,1,1,0,50.4110176844477
15302,"backyard","small",12,0,0,8.28158372998382,1,1,0,1,57.5575680267807
15303,"backyard","small",13,0,0,9.12048799784554,0,1,1,1,56.4859701603957
15304,"backyard","large",48,1,0,38.9952122149096,1,1,1,0,55.7782173365539
15305,"backyard","small",14,0,0,7.98478318382695,1,1,1,0,56.8363535642934
15306,"campsite","small",13,0,0,7.73690016755075,1,1,0,1,54.4057136068996
15307,"beach","small",15,0,1,11.9104255384506,1,1,0,0,33.3897653426103
15308,"backyard","large",49,0,0,39.1328085155702,1,1,0,0,64.5730988380596
15309,"backyard","small",15,1,0,9.12449627025776,1,1,0,0,46.8760986635778
15310,"backyard","small",12,0,0,7.07198532687282,1,1,1,1,56.4006621160839
15311,"campsite","large",36,0,0,25.8976135961569,0,1,1,0,57.9873144221851
15312,"backyard","small",9,1,0,6.84431125597792,1,1,1,1,46.2777899803645
15313,"campsite","small",8,1,0,5.73220544061175,1,1,0,0,44.5915565705448
15314,"campsite","small",17,1,0,16.2908431040416,1,1,1,1,44.0766813696983
15315,"backyard","small",15,0,0,8.11807710117319,1,0,0,0,61.4719372627031
15316,"campsite","large",31,0,0,24.488069306488,1,1,1,1,54.7454165112552
15317,"backyard","small",11,0,1,4.32343532374348,1,1,1,0,37.8799057795548
15318,"backyard","small",9,0,1,2.62156975405086,1,1,1,0,35.33915459192
15319,"backyard","large",54,1,0,43.4757258003939,0,1,0,1,56.3227335118747
15320,"backyard","small",14,1,0,11.1341019255293,1,1,1,1,47.9962315394686
15321,"campsite","small",16,1,0,7.13826821887373,1,1,1,1,44.6765129578724
15322,"backyard","small",12,1,1,8.35700366954216,1,1,0,1,26.7947204453203
15323,"campsite","small",14,0,1,7.80643398738724,0,1,1,0,33.2129650540615
15324,"backyard","small",13,1,0,8.67966333502951,1,1,0,0,46.4856160445454
15325,"backyard","small",8,0,0,3.76827291857066,1,1,1,0,55.2256861737123
15326,"campsite","small",10,1,0,7.19408304698928,0,1,0,0,45.5713269994026
15327,"campsite","large",45,1,0,32.7012650869792,1,1,1,1,45.9984712695448
15328,"backyard","large",47,1,0,33.6367018842231,1,1,1,0,56.947570000672
15329,"backyard","large",43,1,0,32.6343698169157,1,1,0,0,54.2753648724113
15330,"backyard","small",15,0,0,12.3661263206483,1,1,0,0,58.4555155765396
15331,"campsite","small",15,0,0,11.8906273490687,1,1,0,1,53.7880639437243
15332,"backyard","small",16,1,0,8.51483964024461,1,1,1,0,49.4288219170846
15333,"beach","small",11,1,0,7.51421958048527,1,1,1,0,43.8474281723372
15334,"backyard","small",15,1,1,7.19034948835464,1,1,0,0,28.1501610676722
15335,"backyard","small",20,0,1,10.3301071610118,1,1,0,0,39.8396386827537
15336,"backyard","small",14,0,0,5.25505985582747,0,1,1,1,59.0308180222512
15337,"backyard","small",14,1,0,7.55508236607678,1,1,0,0,48.8056773447058
15338,"campsite","small",11,0,0,6.30902707315466,1,1,0,0,52.9298701624726
15339,"backyard","small",11,1,0,9.96142287636349,1,0,1,0,47.4494233768246
15340,"backyard","large",36,0,1,28.3203192718359,1,1,0,0,44.4391434149121
15341,"backyard","small",9,1,0,5.12146798057,0,1,1,1,44.4767762178186
15342,"campsite","small",8,0,0,5.0743490233062,0,1,1,0,52.662184345972
15343,"beach","small",11,0,0,7.85225407179779,1,1,1,1,53.8318214743465
15344,"backyard","small",12,0,0,8.40469587481638,1,1,0,0,57.5551326883967
15345,"beach","small",12,0,0,5.53912206496519,1,1,1,0,52.9621713509113
15346,"backyard","small",13,0,0,10.7533141628831,1,1,0,0,57.6574182782912
15347,"backyard","small",12,1,0,8.43065653886362,1,1,0,0,49.2924507050181
15348,"backyard","large",44,1,1,39.1122630509836,1,1,1,0,36.9759163490731
15349,"backyard","small",21,1,0,8.1183998331831,1,1,1,0,49.2265458511739
15350,"campsite","small",17,1,0,13.0003608534389,0,1,1,1,46.8236072594944
15351,"campsite","small",13,1,0,4.50545877228269,0,1,0,0,44.960589354147
15352,"backyard","small",16,0,1,6.18300876174584,1,1,0,0,40.3483044983911
15353,"campsite","small",10,1,0,5.92672667899724,1,1,1,0,43.5592347052264
15354,"backyard","small",8,1,0,6.59947500842283,1,1,1,1,47.9795425780381
15355,"campsite","small",15,1,0,10.3303108093785,1,1,1,0,45.9906285890892
15356,"beach","small",10,1,0,4.67179969134486,0,1,1,0,43.0189717213254
15357,"beach","small",10,0,0,5.35601643711313,1,1,1,0,52.5594261231535
15358,"beach","small",8,1,0,4.60341298978059,1,1,1,0,44.0882673190165
15359,"backyard","small",9,0,0,6.43362837846848,0,1,0,0,56.1429565279297
15360,"campsite","large",40,1,0,33.8758840325295,1,1,1,0,47.5933669938143
15361,"backyard","small",12,1,0,9.54624487780555,1,1,1,0,47.3138735229493
15362,"backyard","small",7,1,1,4.54556660810774,1,1,1,1,25.7122115088901
15363,"backyard","small",13,1,0,7.09786773739804,1,1,1,1,48.5044162740789
15364,"backyard","small",14,1,0,8.43614284095632,1,1,1,1,49.5192179005256
15365,"beach","large",34,0,0,15.8454095897526,0,1,1,0,51.6487347691147
15366,"backyard","large",39,1,0,28.9836895018216,1,1,1,0,55.6443667839893
15367,"backyard","large",44,1,0,37.202513683801,1,1,0,0,53.9045113587794
15368,"campsite","small",10,0,0,8.26460113020932,1,1,0,0,53.6642081868756
15369,"backyard","small",12,1,0,8.37811543574725,1,1,1,0,47.5917199767365
15370,"backyard","small",8,0,0,1.97635276965952,1,1,1,1,54.9448326806178
15371,"campsite","small",11,0,0,8.11604823403119,1,1,1,0,55.5807084070205
15372,"backyard","large",42,0,0,33.2452366966719,1,1,1,0,64.3474924550702
15373,"beach","large",41,1,0,29.5258408968681,1,1,1,0,42.0702581410456
15374,"backyard","small",10,1,0,4.83146518176862,1,1,0,0,47.5320123450098
15375,"backyard","small",12,1,0,5.50873991531801,1,1,1,1,46.0904223227681
15376,"campsite","small",12,0,0,7.25855574133369,1,1,1,1,55.7784269704728
15377,"campsite","small",10,0,0,5.03621792553258,1,0,1,0,56.8949026299278
15378,"campsite","large",45,1,0,34.0397337906583,1,1,0,0,46.3086519748637
15379,"backyard","large",34,0,0,22.1791405045779,1,1,1,1,63.4035998924586
15380,"backyard","small",14,1,0,10.685420405664,1,1,1,1,47.4353923785196
15381,"campsite","small",13,1,0,10.7875497342739,1,1,0,0,45.5496057613262
15382,"backyard","small",14,1,0,8.96845789431555,0,1,1,0,47.9967350342012
15383,"backyard","small",18,0,0,13.7542940491542,1,1,1,1,59.6902617969961
15384,"campsite","large",52,1,1,33.0847104352243,1,1,0,0,25.1862657782153
15385,"backyard","small",15,0,0,11.6625258892657,1,1,1,0,56.612366406021
15386,"beach","small",9,1,0,6.85337985722843,1,1,1,0,45.5874918462226
15387,"backyard","small",15,1,0,7.79481427156615,1,1,0,1,48.440652716117
15388,"campsite","small",12,0,0,8.94811860660285,1,1,0,0,54.4835356497385
15389,"backyard","small",14,0,1,9.55281303222944,1,1,1,0,37.9860063642914
15390,"backyard","small",11,0,0,5.52135892300803,1,1,0,0,55.5590842729809
15391,"backyard","small",15,0,0,13.0445095748195,1,1,1,0,58.6508129477491
15392,"beach","large",40,1,0,31.4513309431791,1,1,1,0,43.9749153420301
15393,"backyard","small",11,1,0,4.27732768029562,1,1,0,0,46.5120973716547
15394,"backyard","small",6,0,0,3.64180588823216,1,1,0,1,52.6893700858311
15395,"backyard","small",13,1,1,9.34013833372819,1,1,1,1,27.2104566947287
15396,"backyard","large",50,0,0,38.106290145824,1,1,0,0,65.8432240825868
15397,"campsite","small",17,0,0,12.8387506147528,1,0,1,0,58.9931768435222
15398,"backyard","small",6,1,0,4.49927271932754,0,1,1,0,45.0386310159034
15399,"campsite","small",13,1,1,8.50241659873031,1,1,1,0,25.6763185764992
15400,"backyard","large",43,0,0,35.8049493282302,0,0,0,0,69.4518711185925
15401,"backyard","large",45,0,0,35.7044893238643,1,1,1,0,64.3754275512995
15402,"backyard","large",31,0,0,20.1584790406933,1,0,0,0,65.0446035146791
15403,"backyard","small",12,1,0,8.10906500940011,1,1,1,0,46.9222334166121
15404,"campsite","small",11,1,0,8.65379059646848,1,1,1,0,45.6446626103138
15405,"beach","small",18,0,0,10.8417325570566,0,0,1,0,57.4342345840092
15406,"campsite","small",14,0,0,12.5248174388356,1,1,1,0,57.378956810728
15407,"campsite","small",13,0,0,9.2402573141623,1,1,1,0,55.6448273284726
15408,"backyard","small",12,1,1,6.942732737763,1,1,1,0,28.1290380030991
15409,"backyard","small",10,1,0,3.68945972689864,1,0,0,1,46.7130795270496
15410,"campsite","small",20,1,0,8.81078893324132,1,1,0,0,46.5990800121385
15411,"backyard","small",7,1,1,4.33705757940272,1,1,1,0,25.4062952715211
15412,"campsite","large",50,0,0,37.122266395588,0,0,1,0,61.1920163896144
15413,"campsite","small",10,0,0,2.10167777068052,0,1,0,1,54.8299793600385
15414,"campsite","small",13,1,0,8.98657236932725,1,1,0,0,45.0235568569065
15415,"campsite","small",11,0,0,5.87577845700559,1,1,1,0,54.7684270288067
15416,"backyard","small",8,0,0,4.68002984129612,1,1,0,0,56.5651339620178
15417,"campsite","small",16,1,0,9.80748267262885,1,1,1,1,45.8608697253776
15418,"campsite","small",14,1,0,6.15620330069534,1,1,1,0,45.8624461012201
15419,"backyard","large",49,1,0,44.4370225356993,0,1,1,0,56.9351389071463
15420,"backyard","small",7,1,0,4.42531835961242,0,1,1,0,45.5792283151632
15421,"backyard","small",8,1,1,3.56695568580458,1,1,1,0,26.014953683868
15422,"campsite","large",52,0,0,39.2239782029147,1,0,1,0,61.5698176061523
15423,"beach","small",15,1,0,8.73100218973964,1,1,1,0,42.9217987009282
15424,"backyard","small",12,1,0,6.7668152748598,1,1,0,0,48.147781324952
15425,"beach","large",40,0,0,32.4460593779364,1,1,1,0,53.4412396812491
15426,"campsite","small",11,0,0,8.21603290312067,1,1,0,0,56.4823426317624
15427,"beach","large",38,0,0,29.9601890409688,1,1,0,1,52.6539778366147
15428,"campsite","small",10,1,0,5.29537360200985,1,1,1,0,43.1278369946412
15429,"campsite","small",9,0,0,5.89133474627617,1,1,0,0,54.9117929445026
15430,"backyard","small",13,0,1,5.98884693942698,1,1,0,0,36.6543511906233
15431,"beach","small",14,1,0,8.21850969861594,1,1,1,0,44.2489735175959
15432,"campsite","large",33,0,1,20.2959533416279,1,1,0,1,37.8095782033716
15433,"backyard","small",13,1,1,8.69652301580272,1,1,1,0,28.9982333794311
15434,"backyard","large",47,0,0,30.0263286939246,1,1,1,0,64.9778240948242
15435,"backyard","small",16,1,0,13.8522600668192,1,1,0,0,49.729732423567
15436,"backyard","small",12,0,0,6.50215154486829,1,1,1,1,58.0514771357352
15437,"backyard","small",8,0,0,4.07593451525872,1,1,1,1,55.7811640912484
15438,"backyard","small",9,0,1,2.47201824638424,1,1,1,0,35.4162131780327
15439,"campsite","small",17,0,0,11.175443007055,0,1,1,0,57.2796696724729
15440,"campsite","small",13,1,0,8.13546593480476,0,1,1,1,43.9486140374685
15441,"backyard","small",12,1,0,8.67887909702737,1,1,1,1,47.3844695507693
15442,"campsite","small",11,1,0,7.91374981975608,1,1,0,0,43.5297323591157
15443,"backyard","small",15,1,1,8.93018244254707,1,1,0,0,27.1675017167733
15444,"backyard","small",14,1,0,8.73606968671321,1,1,0,0,47.3023206252701
15445,"backyard","small",12,0,0,8.15722714144112,1,1,1,1,58.7836166286807
15446,"backyard","large",38,0,0,27.6440444513551,1,1,0,0,65.4068234899401
15447,"backyard","small",11,0,0,6.96962428698828,1,1,1,1,58.0648841223653
15448,"backyard","small",17,1,0,11.2540270865503,1,1,1,0,50.7206330359194
15449,"campsite","small",14,1,1,10.0098060600412,1,1,0,0,25.8017785342365
15450,"backyard","small",7,1,1,6.11844563986658,1,1,0,1,25.7791833018397
15451,"backyard","small",16,1,0,11.7532406924036,1,1,0,0,48.4923013106531
15452,"campsite","small",10,1,0,7.09996219211625,1,1,1,0,44.4113776180436
15453,"campsite","small",10,1,0,7.29717535348383,1,1,0,0,46.7592225931314
15454,"backyard","large",46,1,0,34.7380529526248,0,1,1,0,52.6821882206718
15455,"campsite","large",44,0,0,36.4479777175158,1,1,0,0,54.6042704946736
15456,"campsite","small",16,0,0,10.0703907727703,1,0,1,0,56.0558770477495
15457,"backyard","small",14,0,1,9.77044572359395,1,1,1,1,38.325047790611
15458,"backyard","small",14,0,1,9.24990716245783,1,1,0,0,40.1161985016428
15459,"backyard","large",38,0,0,33.4658478456238,1,1,1,1,64.5379376701127
15460,"backyard","small",12,1,0,5.93438912630239,1,0,1,1,50.1437621881892
15461,"backyard","large",33,0,0,21.2857527497392,1,1,0,0,66.0803821060945
15462,"backyard","small",8,0,0,5.24815538310318,1,1,0,1,56.2423646156941
15463,"beach","small",17,1,0,11.8508808848595,0,1,1,0,44.1143249439313
15464,"campsite","small",8,1,0,2.94906275102165,1,1,1,1,46.1984423345995
15465,"backyard","small",6,1,0,4.30184349491317,1,1,1,0,46.0706725065155
15466,"backyard","small",17,0,0,16.2533435043688,1,1,1,0,60.0881638906064
15467,"campsite","small",14,1,0,10.7041836724073,1,1,0,0,44.9977586127508
15468,"backyard","small",14,1,0,7.38234712985145,0,1,0,0,47.9349526528873
15469,"beach","large",38,0,0,31.3411480559719,1,1,1,0,53.8016619020938
15470,"backyard","small",6,1,0,4.68973608745646,1,1,1,1,44.336604448304
15471,"beach","large",42,1,0,29.5922538405529,1,1,0,1,43.1424010505405
15472,"backyard","large",49,1,0,38.6357355433481,1,1,1,0,55.5585897862911
15473,"campsite","small",6,1,1,4.48995427703382,1,1,1,0,23.0116590164303
15474,"campsite","small",14,0,0,8.01427341167917,0,1,0,0,55.2625380376955
15475,"beach","small",13,0,0,6.51029269932485,1,1,1,0,53.0939236765274
15476,"backyard","small",19,1,0,17.0478301453947,0,1,1,1,50.0685700277896
15477,"campsite","small",6,1,0,4.09765568216922,1,1,0,0,43.0510925679934
15478,"backyard","small",7,0,0,4.02421725911867,0,1,0,1,54.4896576872446
15479,"backyard","small",12,0,0,8.6178608313932,1,1,1,0,57.456364453574
15480,"campsite","large",42,1,1,34.0245357826358,1,1,1,0,26.0586130364007
15481,"backyard","small",11,0,0,10.941676895916,1,1,0,0,58.0530807499004
15482,"backyard","small",17,1,0,5.44516165515773,1,1,1,0,49.3733986779752
15483,"backyard","small",8,0,1,4.51248447576263,1,1,0,0,37.1045826545626
15484,"beach","large",39,0,0,24.5445165039294,1,0,0,0,56.7774012492415
15485,"backyard","small",11,1,0,9.39954743954937,1,1,0,0,46.5129984011488
15486,"backyard","small",16,0,0,6.60007183170192,1,1,0,1,59.6012779611204
15487,"backyard","small",16,0,0,9.88871574746643,1,1,1,0,59.7869772153456
15488,"backyard","small",10,1,0,6.04074552964967,1,1,0,1,46.5964598383128
15489,"backyard","small",9,0,0,3.43637694540803,1,0,1,0,56.8411476156373
15490,"backyard","small",14,1,0,10.3125218986352,1,1,1,0,49.4283024715535
15491,"campsite","small",15,1,1,10.8392481973762,0,1,1,1,25.3854782934237
15492,"backyard","small",16,1,0,13.3148734277489,0,1,1,1,47.0664821978043
15493,"backyard","small",11,0,0,8.11993709583933,1,1,0,0,57.5725326626112
15494,"backyard","small",13,1,0,8.70041330905297,1,1,0,0,48.3764016140597
15495,"backyard","small",15,1,1,10.6268325274936,1,1,1,0,28.9192134155453
15496,"backyard","small",12,1,0,8.33349099543559,1,1,1,1,45.527085607732
15497,"backyard","large",35,1,0,22.7687507241732,1,1,0,1,54.0315506239595
15498,"backyard","small",8,1,0,7.08714535354172,1,1,1,0,46.9502246445665
15499,"backyard","small",10,0,0,7.12719380890624,1,1,0,0,56.9552475099279
15500,"campsite","small",9,1,0,6.74246144930986,0,1,1,0,44.4146390383679
15501,"backyard","small",8,0,0,3.4820631231827,1,1,1,1,55.5472650271179
15502,"backyard","small",10,0,0,6.74094655829075,0,1,0,0,56.8114265979612
15503,"backyard","small",11,1,0,6.59344748576355,1,1,1,0,48.6281636098758
15504,"campsite","small",10,1,0,6.12530523919675,1,1,1,1,41.8897534523984
15505,"backyard","small",11,0,0,7.81074151862275,1,1,1,0,58.912129848292
15506,"campsite","small",10,1,0,9.39024897912179,1,1,0,0,42.7796249284057
15507,"backyard","small",17,0,0,9.65349016052064,0,1,0,0,58.3471658558806
15508,"backyard","large",39,1,1,28.6820411700675,1,1,1,0,36.7169601715641
15509,"campsite","small",14,1,0,11.9152261798178,1,1,0,0,43.7080314791815
15510,"campsite","small",14,0,1,12.2286486278321,1,0,1,0,37.2714308422902
15511,"backyard","small",11,0,0,6.19882005718857,1,1,1,0,57.5466878601628
15512,"backyard","small",18,0,0,8.19418422785244,0,1,0,1,59.287496723064
15513,"backyard","small",8,1,0,6.52273244637568,1,1,1,1,44.1548597698342
15514,"backyard","small",7,1,1,3.97965553497265,1,1,0,0,25.4217315004171
15515,"campsite","large",36,0,0,26.1581490044439,1,0,1,0,61.0119745218495
15516,"campsite","small",12,0,0,7.16200018325596,0,1,0,1,52.8029638349775
15517,"backyard","small",16,1,0,9.42724125966823,0,1,0,1,49.7617435083677
15518,"backyard","small",14,0,0,8.40852350980762,1,1,0,0,58.5704581327365
15519,"backyard","small",14,0,0,6.51988933035116,1,1,1,1,56.4488644576151
15520,"backyard","large",44,1,0,33.0301820222749,1,1,1,0,55.7794674636684
15521,"campsite","small",9,1,0,7.40943351993973,1,1,0,0,46.147066295668
15522,"beach","small",16,0,1,8.88274531999486,1,1,1,0,31.4173081760927
15523,"campsite","small",10,0,0,5.30829802219362,1,1,1,0,55.9798495796014
15524,"backyard","large",51,1,0,40.0346886430299,0,1,1,1,55.8862101857231
15525,"campsite","large",39,1,1,33.2195778031164,1,0,1,0,31.1446428615978
15526,"backyard","small",9,0,0,6.3230537567482,1,0,0,1,56.9044540323817
15527,"backyard","small",8,0,1,3.95500675626141,1,1,1,0,36.2514790143577
15528,"backyard","large",46,1,0,33.4584900708086,1,1,1,0,54.0002221612694
15529,"backyard","small",11,0,1,3.97520586064465,1,1,1,1,35.9694340963419
15530,"backyard","small",13,1,0,9.64159398106059,1,1,1,0,49.5453084958274
15531,"backyard","large",38,1,0,28.2389456657137,1,1,1,0,54.963863357177
15532,"campsite","small",8,1,1,4.45138925930137,1,1,0,0,25.6987691247492
15533,"beach","small",14,0,0,6.30441658768127,1,0,0,0,53.7726218212769
15534,"backyard","large",46,1,0,31.285273978343,1,1,1,0,54.5242144622301
15535,"backyard","large",46,0,1,35.3373779061952,1,1,1,0,45.1424358784776
15536,"backyard","large",38,1,0,26.8150816342008,1,1,1,0,55.3810381717777
15537,"backyard","small",7,0,1,5.53686333311498,1,1,0,0,34.9817150577968
15538,"campsite","small",12,1,0,7.00885217155773,1,1,0,0,45.5903947455346
15539,"campsite","small",10,1,0,5.86021034864454,1,1,0,0,43.6135257546303
15540,"backyard","large",52,1,0,40.0031397118292,1,1,0,0,55.5856855751775
15541,"campsite","small",17,1,0,4.55035460709921,1,1,0,0,44.7205720302772
15542,"campsite","small",14,1,0,9.28324725167487,0,1,1,1,45.7761797262435
15543,"backyard","large",39,1,1,27.855684657014,1,1,1,0,33.5425480258719
15544,"backyard","small",14,1,0,10.5604459977048,1,1,0,1,45.9374599398057
15545,"backyard","small",14,0,1,13.7816760688888,1,1,1,0,37.5325047617987
15546,"backyard","small",15,0,1,10.9226873394273,1,1,0,0,37.8885034180679
15547,"backyard","small",15,1,0,12.1900798914904,1,1,0,0,48.6231254850492
15548,"campsite","small",9,1,0,5.23674889851358,1,1,1,1,44.777659334881
15549,"beach","small",9,0,0,4.52947010060632,0,1,1,0,52.5884236662458
15550,"backyard","small",15,1,0,7.98160688213342,0,1,0,0,47.5495990850025
15551,"backyard","small",17,1,0,10.4620024974192,1,1,0,1,48.4944506490909
15552,"campsite","small",13,1,0,6.60666474135863,0,1,1,0,45.4449874631678
15553,"beach","large",44,1,0,30.4623255874677,1,1,1,0,40.7407415594438
15554,"campsite","small",12,0,0,8.06347226898455,1,1,1,1,54.8667843533613
15555,"campsite","small",11,0,0,6.34448822556526,1,1,1,0,55.0301536648649
15556,"backyard","small",10,0,0,7.81499320453921,1,1,1,0,54.0798344289016
15557,"backyard","small",16,0,0,10.2903354035454,0,1,1,0,58.2118758028317
15558,"campsite","small",13,1,0,8.24479803839549,0,1,1,0,45.335647976114
15559,"campsite","small",13,0,0,14.9178032746581,1,1,1,1,55.5615279887262
15560,"backyard","small",9,0,0,4.87201436143955,1,1,0,1,55.3434839572577
15561,"beach","small",12,0,0,6.47073803135059,1,1,1,0,54.676764110172
15562,"campsite","large",44,1,0,30.0679408862459,1,1,0,1,45.7642854889388
15563,"backyard","small",13,0,0,4.27129420771601,1,1,1,0,57.3689354833222
15564,"campsite","small",11,0,0,6.19041343097275,1,1,1,0,57.3990202865624
15565,"beach","large",41,1,1,22.1120677367222,1,1,0,0,22.6902584851115
15566,"campsite","large",35,1,0,25.8928782280092,1,1,0,0,49.4790644049431
15567,"backyard","small",9,1,0,7.39906816334067,0,1,1,0,45.5032570816133
15568,"campsite","small",12,1,0,7.39629567195049,1,1,0,0,46.2242328237247
15569,"beach","small",16,1,0,11.1972476181034,1,1,0,1,44.5319155014302
15570,"campsite","small",13,0,0,7.54416456343491,1,1,1,0,56.655141492933
15571,"backyard","small",15,1,1,7.89515707395955,1,1,1,0,29.8726884897292
15572,"campsite","large",39,1,0,32.5233648231218,1,1,1,1,46.1443313200229
15573,"backyard","small",13,0,0,10.9683472110277,1,1,1,0,58.1258825674782
15574,"backyard","small",10,1,0,4.28911621419259,1,1,1,0,46.0527530883442
15575,"backyard","large",42,0,0,26.7647688974461,1,1,1,1,65.296080385043
15576,"backyard","small",9,0,0,5.86044155144308,1,1,0,0,56.947443431632
15577,"campsite","small",13,1,0,7.2253001156694,1,1,0,0,45.5601145951467
15578,"beach","small",16,1,0,12.4298733553837,1,1,1,0,44.9792455754009
15579,"backyard","small",12,0,0,8.37168244859656,0,1,0,0,56.9572145110476
15580,"backyard","small",13,1,0,6.39505685892926,1,1,1,0,46.817036851391
15581,"beach","small",15,0,0,5.99339225075471,1,1,0,0,54.802806209794
15582,"campsite","small",7,0,1,5.04179372151367,1,1,1,0,32.9164078856598
15583,"backyard","large",34,1,0,30.3176016978797,1,1,1,0,53.2442195475183
15584,"campsite","small",8,0,0,6.73715647227501,1,1,0,0,54.8157639682927
15585,"campsite","large",43,0,1,34.6533480058875,1,0,1,0,41.2191372087055
15586,"backyard","small",13,1,1,6.05261919618833,1,1,0,0,29.2333280202581
15587,"backyard","large",36,1,0,27.3604810228998,1,1,1,0,54.7683077869878
15588,"backyard","small",13,1,0,5.74363966847099,1,1,0,0,47.9451473697562
15589,"backyard","large",42,0,1,28.8753862676729,1,1,0,0,44.5340322558414
15590,"backyard","small",16,1,0,7.65174294807875,1,1,1,0,49.7563362693698
15591,"campsite","small",11,1,1,7.23471540787449,1,1,0,1,26.0244291102238
15592,"campsite","small",8,0,0,2.90472675666123,1,1,1,0,53.9040682717637
15593,"backyard","large",41,0,0,35.9867475100193,1,1,1,0,64.3564989229239
15594,"backyard","small",15,1,1,6.49761481699882,1,1,0,1,30.6758575312703
15595,"campsite","small",13,0,0,8.12200045239852,1,1,0,0,55.5726912398057
15596,"backyard","small",9,0,1,5.72332781951848,1,1,1,1,34.957491442002
15597,"backyard","small",9,1,0,6.08841890274046,1,1,1,1,46.1758880105349
15598,"campsite","large",32,0,0,23.7697058393118,1,1,1,0,57.4017046597854
15599,"campsite","small",12,1,0,7.39360971136625,1,1,0,0,46.111153295733
15600,"backyard","small",11,0,0,6.60827677138526,1,1,0,0,55.6569873247028
15601,"campsite","small",10,0,0,2.08921292401503,1,1,0,1,55.6071676649016
15602,"campsite","large",37,1,0,30.387705992587,1,1,0,0,47.5722898963763
15603,"beach","small",6,0,0,4.49484020075102,1,0,0,0,53.1311821360898
15604,"campsite","small",12,1,0,10.1064185276374,1,1,0,1,46.6456860285875
15605,"backyard","small",12,1,1,6.99367820081767,1,1,0,1,27.1796444300321
15606,"backyard","small",9,1,1,8.59580114373972,1,1,1,0,26.2130381981798
15607,"backyard","small",12,1,0,7.70858734350749,1,1,1,0,48.1066028229623
15608,"backyard","small",13,0,0,7.29626910388265,1,1,0,0,56.6651238240104
15609,"campsite","small",6,1,1,2.5083929491264,1,1,0,0,24.5554132017703
15610,"backyard","small",12,1,0,12.8666389773816,1,1,1,0,46.7708566028603
15611,"beach","small",13,1,0,7.29124787604094,1,1,0,1,42.3705240378935
15612,"campsite","small",20,0,0,14.473295446938,1,1,0,0,56.4855009756236
15613,"beach","small",13,1,0,7.22658520599891,1,1,0,0,42.4069000637174
15614,"campsite","small",14,1,0,10.3725488485812,1,1,1,0,45.2263367275115
15615,"backyard","large",52,0,0,37.2453534907152,1,0,0,0,72.4305002564941
15616,"backyard","small",14,0,0,7.33484748704821,1,0,1,0,58.2713074412097
15617,"backyard","large",55,1,0,41.723716044162,1,1,0,0,56.1896340253171
15618,"backyard","large",34,1,1,30.8750899724071,1,1,1,0,34.5754757963656
15619,"backyard","small",16,1,1,12.7234545568952,1,1,0,1,29.7236202906959
15620,"backyard","small",16,1,0,13.4494498505179,1,0,0,0,50.5290692476208
15621,"campsite","small",11,0,0,4.05790137189823,0,1,0,0,54.4494627822051
15622,"campsite","large",44,1,0,28.1525489450501,0,1,1,1,47.2514821164008
15623,"backyard","small",9,0,1,5.37285422948924,1,1,1,0,35.8604441224275
15624,"beach","small",13,0,0,6.68084728088818,1,1,0,0,52.2609346911939
15625,"backyard","small",11,1,0,6.44127325814757,1,1,1,0,47.3466149360726
15626,"backyard","small",20,0,0,13.6373058846105,0,1,0,0,58.0333431388029
15627,"backyard","large",36,0,1,33.2385974521982,1,0,0,1,48.506124091878
15628,"beach","small",12,0,0,10.8924583046889,1,1,1,1,55.1482770953346
15629,"campsite","large",34,0,0,27.7753197650119,1,1,1,0,58.0597569647857
15630,"backyard","small",16,1,0,8.88427713286543,1,1,1,0,49.9912378309081
15631,"campsite","small",10,0,0,8.15417281545214,1,0,0,1,56.4390018776052
15632,"backyard","small",16,0,1,8.69121982951149,1,1,1,0,39.6615691393206
15633,"campsite","small",10,1,1,7.17383691353156,1,1,0,0,24.2430086084791
15634,"backyard","small",11,0,0,7.4186859411852,1,1,0,0,58.0575841101828
15635,"backyard","small",11,1,0,9.89826667220699,1,1,1,0,47.3112580488661
15636,"backyard","small",13,1,0,11.6690777618144,1,1,1,0,47.4570558209892
15637,"backyard","small",15,1,0,10.7861803358663,0,1,1,1,47.9820525163028
15638,"campsite","large",33,0,1,24.5191611231114,1,1,1,0,35.6239427863328
15639,"backyard","small",11,1,0,6.92623406354086,1,1,0,1,46.8035820112354
15640,"backyard","large",47,1,0,36.5937455778348,0,1,1,0,55.2008267514737
15641,"backyard","small",12,0,0,8.07850988009938,1,1,1,0,58.1628358658668
15642,"campsite","small",13,0,1,10.94286595935,1,1,1,0,36.2750084950221
15643,"campsite","small",13,0,0,6.26874284405397,1,1,0,0,54.5741985030681
15644,"backyard","small",12,0,0,8.87057170669402,0,1,1,0,56.7045291437578
15645,"campsite","small",12,0,0,8.68312717586236,1,1,1,0,54.0496004441945
15646,"backyard","large",47,0,0,34.4207228312807,1,1,1,0,67.089105592003
15647,"campsite","small",18,0,0,12.556736721543,1,1,0,1,57.2875652036303
15648,"backyard","small",14,0,1,10.5701423675682,0,1,1,0,38.1867135071892
15649,"campsite","small",6,1,1,4.3071476235582,1,1,0,0,23.1151997782818
